subject,gametype,trainingset,learnertype,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t_err_abs1,t_err_abs2,t_err_abs3,t_err_abs4,t_err_abs5,t_err_abs6,t_err_abs7,t_err_abs8,t_err_abs9,t_err_abs10,t_err_abs11,t_err_abs12,t_err_abs13,t_err_abs14,t_err_abs15,t_err_abs16,t_err_abs17,t_err_abs18,t_err_abs19,t_err_abs20,t_err_abs21,t_err_abs22,t_err_abs23,t_err_abs24,input1_1,input1_2,input1_3,input1_4,input1_5,input1_6,input1_7,input1_8,input1_9,input1_10,input1_11,input1_12,input1_13,input1_14,input1_15,input1_16,input1_17,input1_18,input1_19,input1_20,input1_21,input1_22,input1_23,input1_24,input2_1,input2_2,input2_3,input2_4,input2_5,input2_6,input2_7,input2_8,input2_9,input2_10,input2_11,input2_12,input2_13,input2_14,input2_15,input2_16,input2_17,input2_18,input2_19,input2_20,input2_21,input2_22,input2_23,input2_24
255,1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,8,12,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,DY,DY,GD,DP,DM,GD,DM,GD,DM,DP,DY,DP,DP,GD,DM,DJ,DJ,DV,DV,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
256,2,2,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,4,0,0,0,1,3,3,2,3,3,0,5,1,DM,DY,DP,DM,DM,GD,DP,DP,GD,GD,DY,DY,DP,DY,GD,DM,DJ,DJ,DV,DJ,DJ,DV,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
257,1,1,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,GD,DY,DY,DP,DM,DM,GD,DP,DY,GD,DM,GD,DY,DM,DP,DJ,DJ,DJ,DV,DV,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
258,2,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,1,0,0,6,1,4,1,5,4,6,1,DM,GD,DY,DY,DY,DM,GD,DP,GD,DP,DP,DM,GD,DY,DM,DP,DJ,DV,DV,DJ,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
259,1,2,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,GD,DP,GD,DM,DY,GD,DM,DY,DP,GD,DM,DP,DY,DY,DM,DJ,DJ,DJ,DV,DJ,DV,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
260,2,2,2,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,3,0,2,0,0,0,2,2,5,6,4,3,1,4,DM,GD,DM,DP,DP,DM,GD,GD,DY,DM,DY,DP,DY,DY,GD,DP,DJ,DJ,DV,DV,DV,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
261,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,GD,GD,DP,GD,DP,DY,DP,DY,GD,DP,DM,DM,DM,DY,DM,DV,DJ,DV,DV,DJ,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
262,2,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GD,DM,DY,GD,DP,DM,DM,DP,DP,DP,GD,GD,DM,DY,DY,DY,DV,DJ,DJ,DV,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
263,1,2,2,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,DP,DM,GD,DM,DY,DY,DP,GD,DM,DP,DP,DY,GD,DM,GD,DY,DV,DJ,DV,DJ,DJ,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
264,2,2,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,DP,DM,DM,DP,DM,DY,GD,DY,DP,DP,DY,GD,GD,DY,DM,GD,DJ,DJ,DV,DV,DJ,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
265,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM,GD,GD,DP,DM,GD,DM,DY,DY,DP,GD,DM,DP,DY,DY,DP,DV,DV,DV,DV,DJ,DJ,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
266,2,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,3,4,0,1,1,0,9,6,5,0,2,0,0,1,8,3,6,5,1,6,1,DP,GD,GD,DP,DP,DP,GD,DM,DM,DY,DM,DY,DY,DY,DM,GD,DV,DJ,DV,DJ,DV,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
267,1,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,GD,DM,DY,GD,DM,DP,DP,DP,DY,DP,DM,DM,GD,DY,GD,DV,DV,DJ,DJ,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
268,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,2,1,0,0,8,0,0,0,0,8,10,5,GD,DM,DY,DM,GD,GD,DP,DY,DP,DP,DY,GD,DY,DM,DP,DM,DJ,DJ,DV,DV,DV,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
269,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,DM,DY,GD,GD,DP,DY,DM,DM,DP,GD,GD,DM,DP,DP,DY,DJ,DV,DV,DJ,DV,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
270,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,9,3,0,0,0,0,0,1,0,0,0,0,0,13,8,4,7,7,5,5,1,DM,GD,DY,DP,GD,DM,DM,GD,DY,DP,DP,DY,DM,GD,DP,DY,DV,DJ,DV,DJ,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
271,1,2,3,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,2,2,1,5,3,4,DM,GD,DY,DY,DM,GD,GD,DP,DY,DP,DM,DP,DM,DP,GD,DY,DJ,DV,DV,DJ,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
272,2,2,3,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,3,0,0,0,0,6,6,2,0,0,0,5,1,6,5,0,0,3,2,7,0,7,0,3,DM,DP,DP,GD,DP,DY,DM,DY,GD,GD,GD,DP,DY,DY,DM,DM,DV,DV,DJ,DJ,DV,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
273,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GD,DM,DP,GD,DM,DP,DP,DY,GD,DY,DY,DM,DP,GD,DM,DY,DV,DV,DJ,DV,DJ,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
274,2,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM,DM,DY,GD,DM,DP,GD,DY,GD,GD,DP,DY,DP,DY,DP,DM,DJ,DV,DV,DV,DV,DJ,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
275,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,GD,DP,DP,DY,DY,DM,DM,DP,GD,GD,DP,GD,DM,DM,DY,DJ,DJ,DV,DV,DV,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
276,2,2,2,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,10,0,0,10,0,0,7,0,8,1,0,0,1,0,0,2,7,3,3,0,0,2,1,DP,DY,DP,GD,DM,DM,GD,DM,DP,DY,DM,DY,GD,DY,GD,DP,DV,DJ,DJ,DJ,DV,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
277,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM,DY,DP,DY,DY,DP,DY,DM,GD,DP,DM,GD,DP,DM,GD,GD,DJ,DJ,DV,DJ,DV,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
278,2,1,2,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,8,0,GD,DY,DP,DP,DM,DP,DM,DY,DY,GD,DY,DM,DM,DP,GD,GD,DJ,DJ,DJ,DV,DJ,DV,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
279,1,2,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,DY,DY,GD,DP,DM,GD,GD,DM,GD,DP,DM,DM,DY,DP,DY,DJ,DV,DV,DV,DJ,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
280,2,2,2,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,DY,DP,DY,DM,DM,DY,GD,DM,DP,DM,DP,GD,DY,GD,DP,GD,DJ,DJ,DV,DV,DV,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
281,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,DM,DP,DY,DM,GD,GD,DY,DP,GD,DY,DY,DM,GD,DM,DP,DV,DV,DJ,DV,DJ,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
282,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,5,2,4,1,5,DP,DY,DM,DP,DP,GD,GD,DY,DM,DY,GD,DM,GD,DY,DM,DP,DV,DV,DJ,DJ,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
283,1,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,DP,GD,DY,GD,DM,GD,DM,DP,DM,DY,DP,DY,DP,GD,DM,DJ,DJ,DV,DJ,DV,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
284,2,2,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GD,DP,DP,GD,GD,DM,DM,DP,DM,DY,DY,GD,DY,DM,DP,DY,DV,DV,DV,DJ,DJ,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
285,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,GD,DY,DM,DY,DM,DP,DP,DM,DM,GD,DP,GD,GD,DY,DP,DJ,DJ,DV,DV,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
286,2,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,DY,GD,DP,DY,GD,DM,GD,DP,DM,GD,DY,DP,DY,DM,DP,DM,DJ,DJ,DJ,DV,DV,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
287,1,2,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DY,DM,DM,GD,DM,DY,DP,DM,DY,DP,DP,GD,DY,DP,GD,GD,DJ,DJ,DJ,DV,DV,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
288,2,2,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,5,5,1,0,0,11,0,2,1,0,0,1,0,14,3,2,14,2,0,2,2,DY,GD,GD,DY,DY,DM,DP,DP,DM,GD,DY,DM,DP,GD,DM,DP,DV,DJ,DV,DV,DV,DJ,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
289,1,1,3,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,DM,GD,GD,DP,GD,DP,DM,DY,DY,GD,DP,DY,DM,DM,DP,DJ,DJ,DJ,DV,DV,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
290,2,1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,0,1,3,0,1,1,0,3,3,3,5,7,5,7,4,DM,DM,DM,GD,DP,DP,DY,DY,DY,DM,DY,GD,GD,DP,DP,GD,DV,DJ,DJ,DJ,DJ,DV,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
291,1,2,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,2,1,0,0,1,0,1,3,0,1,4,4,1,4,GD,GD,DM,DY,DP,DM,DP,DM,DY,GD,DP,DY,DM,GD,DY,DP,DJ,DV,DV,DV,DJ,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
292,2,2,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3,0,3,2,0,0,0,1,1,0,0,0,0,0,0,2,1,DM,GD,DM,GD,GD,GD,DP,DM,DY,DY,DY,DP,DP,DP,DY,DM,DV,DV,DJ,DJ,DJ,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
293,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,DY,GD,GD,DM,DP,DY,DP,DP,DY,DY,DM,DM,GD,DM,GD,DV,DJ,DV,DV,DV,DJ,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
294,2,1,2,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,8,1,2,4,8,DM,DM,DM,GD,GD,GD,DY,DP,GD,DY,DP,DP,DM,DY,DY,DP,DV,DV,DV,DJ,DJ,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
295,1,2,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM,GD,DP,DM,DY,DY,GD,DP,GD,DM,GD,DY,DP,DM,DP,DY,DV,DV,DV,DJ,DV,DJ,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
296,2,2,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,GD,DY,GD,DM,DY,DP,DP,DP,DY,DM,DY,GD,GD,DM,DM,DJ,DJ,DV,DV,DV,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
